Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
Dragon Ball Kai (2014),Dragon Ball Z Kai: The Final Chapters,7.7,1241,1232,193,TV,61,Finished Airing,"Apr 6, 2014 to Jun 28, 2015",Spring 2014,Sundays at 09:00 (JST),Fuji TV,Funimation,Toei Animation,Manga,"Action, Adventure, Comedy, Fantasy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,808,"Martial Arts, Super Power"
Fanren Xiu Xian Chuan: Xinghai Feichi Pian Xuzhang,A Record of Mortal's Journey to Immortality: Speeding in the Sea of Stars,7.7,12918,1233,1,ONA,4,Finished Airing,"Jul 30, 2023 to Aug 20, 2023",,,bilibili,"None found, add some","Original Force,       Wonder Cat Animation",Web novel,"Action, Adventure, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,7,"Historical, Martial Arts"
Gekkan Shoujo Nozaki-kun Specials,Monthly Girls' Nozaki-kun Specials,7.7,1647,1234,138,Special,6,Finished Airing,"Sep 24, 2014 to Feb 25, 2015",,,Media Factory,Sentai Filmworks,Doga Kobo,4-koma manga,"Comedy, Romance",,3 min. per ep.,PG-13 - Teens 13 or older,110,School
Haikyuu!! Lev Genzan!,,7.7,1680,1235,134,OVA,1,Finished Airing,04-Mar-15,,,"None found, add some","None found, add some",Production I.G,Manga,Sports,Shounen,24 min.,PG-13 - Teens 13 or older,199,Team Sports
IDOLiSH7,,7.7,2577,1236,71,TV,17,Finished Airing,"Jan 7, 2018 to May 19, 2018",Winter 2018,Sundays at 22:30 (JST),"Bandai Visual,       Lantis,       Bandai Namco Games","None found, add some",TROYCA,Game,Drama,,24 min. per ep.,PG-13 - Teens 13 or older,"1,416","Idols (Male), Music"
Keroro Gunsou,Sgt. Frog,7.7,2449,1237,78,TV,358,Finished Airing,"Apr 3, 2004 to Apr 4, 2011",Spring 2004,Unknown,"TV Tokyo,       Nihon Ad Systems,       Rakuonsha","ADV Films,       Funimation,       Discotek Media",Sunrise,Manga,"Comedy, Sci-Fi",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,227",Parody
Kyousou Giga (TV),Kyousougiga,7.7,1247,1238,192,TV,10,Finished Airing,"Oct 10, 2013 to Dec 19, 2013",Fall 2013,Thursdays at 01:30 (JST),"Asatsu DK,       Dwango,       Sony Music Communications,       Bandai Channel,       Aoni Production",Discotek Media,Toei Animation,Original,"Action, Fantasy",,25 min. per ep.,PG-13 - Teens 13 or older,"1,990",
Macross Plus Movie Edition,,7.7,5117,1239,17,Movie,1,Finished Airing,07-Oct-95,,,"Bandai Visual,       Shogakukan-Shueisha Productions,       Mainichi Broadcasting System,       Studio Nue,       Big West",Manga Entertainment,Triangle Staff,Original,"Action, Adventure, Romance, Sci-Fi",,1 hr. 54 min.,R+ - Mild Nudity,94,"Mecha, Military, Space"
Meitantei Conan Movie 16: 11-ninme no Striker,Detective Conan Movie 16: The Eleventh Striker,7.7,3348,1240,44,Movie,1,Finished Airing,14-Apr-12,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Mystery, Sports",Shounen,1 hr. 50 min.,G - All Ages,28,"Detective, Team Sports"
New Game!!,,7.7,944,1241,259,TV,12,Finished Airing,"Jul 11, 2017 to Sep 26, 2017",Summer 2017,Tuesdays at 21:30 (JST),"Frontier Works,       Movic,       AT-X,       Sony Music Communications,       Houbunsha,       MAGES.,       Lawson,       Kadokawa","Funimation,       Crunchyroll",Doga Kobo,4-koma manga,Comedy,,24 min. per ep.,PG-13 - Teens 13 or older,885,"Adult Cast, CGDCT, Otaku Culture, Workplace"
Nurarihyon no Mago OVA,,7.7,4438,1242,25,OVA,2,Finished Airing,"Dec 4, 2012 to Mar 4, 2013",,,"None found, add some","None found, add some",Studio Deen,Manga,"Action, Supernatural",Shounen,23 min. per ep.,R+ - Mild Nudity,22,Mythology
One Punch Man Specials,,7.7,747,1243,323,Special,6,Finished Airing,"Dec 24, 2015 to May 27, 2016",,,"None found, add some",VIZ Media,Madhouse,Web manga,"Action, Comedy",Seinen,12 min. per ep.,R - 17+ (violence & profanity),460,"Adult Cast, Parody, Super Power"
One Punch Man: Road to Hero,,7.7,741,1244,326,OVA,1,Finished Airing,04-Dec-15,,,"None found, add some","None found, add some",Madhouse,Web manga,"Action, Comedy",Seinen,24 min.,R - 17+ (violence & profanity),363,"Parody, Super Power"
Psycho-Pass Movie,Psycho-Pass: The Movie,7.7,893,1245,274,Movie,1,Finished Airing,09-Jan-15,,,"Dentsu,       Fuji TV,       Nitroplus,       Sony Music Entertainment,       TOHO animation,       Kyoraku Industrial Holdings",Funimation,Production I.G,Original,"Action, Sci-Fi",,1 hr. 53 min.,R - 17+ (violence & profanity),544,"Adult Cast, Detective, Military"
Junjou Romantica 2,Junjo Romantica 2,7.69,1331,1246,181,TV,12,Finished Airing,"Oct 12, 2008 to Dec 28, 2008",Fall 2008,Sundays at 01:00 (JST),"Frontier Works,       Kadokawa Shoten,       Kadokawa Pictures Japan,       KlockWorx,       Memory-Tech,       Romantica club !!",Nozomi Entertainment,Studio Deen,Manga,"Boys Love, Comedy, Drama",,24 min. per ep.,PG-13 - Teens 13 or older,959,Adult Cast
Junjou Romantica OVA,,7.69,2967,1247,55,OVA,2,Finished Airing,"Dec 20, 2012 to Dec 1, 2015",,,"Kadokawa Shoten,       Romantica club !!","None found, add some",Studio Deen,Manga,"Boys Love, Comedy, Drama",,22 min. per ep.,PG-13 - Teens 13 or older,78,Adult Cast
Karakai Jouzu no Takagi-san,Teasing Master Takagi-san,7.69,372,1248,594,TV,12,Finished Airing,"Jan 8, 2018 to Mar 26, 2018",Winter 2018,Mondays at 23:00 (JST),"TMS Entertainment,       Asatsu DK,       Asmik Ace,       TOHO animation,       JR East Marketing & Communications",Funimation,Shin-Ei Animation,Manga,Comedy,Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"5,258","Romantic Subtext, School"
Little Busters! EX,,7.69,2971,1249,55,Special,8,Finished Airing,"Jan 29, 2014 to Jul 30, 2014",,,"None found, add some",Sentai Filmworks,J.C.Staff,Visual novel,"Comedy, Drama, Romance, Supernatural",,24 min. per ep.,PG-13 - Teens 13 or older,155,School
Love Live! Superstar!! 2nd Season,,7.69,3878,1250,33,TV,12,Finished Airing,"Jul 17, 2022 to Oct 9, 2022",Summer 2022,Sundays at 19:00 (JST),"Bushiroad,       Kadokawa,       Bandai Namco Filmworks,       Bandai Namco Music Live","None found, add some",Sunrise,Other,Slice of Life,,23 min. per ep.,PG-13 - Teens 13 or older,322,"Idols (Female), Music, School"
Mahouka Koukou no Rettousei: Tsuioku-hen,The Irregular at Magic High School: Reminiscence Arc,7.69,2307,1251,85,TV Special,1,Finished Airing,31-Dec-21,,,"Aniplex,       Square Enix,       Movic,       Studio Mausu,       Straight Edge,       Kadokawa","None found, add some",8bit,Light novel,"Action, Fantasy, Sci-Fi",,1 hr. 11 min.,PG-13 - Teens 13 or older,337,
Muumindani no Suisei,,7.69,6329,1252,10,Movie,1,Finished Airing,08-Aug-92,,,Telescreen,"None found, add some",Visual 80,Book,"Adventure, Fantasy, Slice of Life",Kids,1 hr. 12 min.,G - All Ages,47,
Pokemon Concierge,Pokémon Concierge,7.69,6216,1253,10,ONA,4,Finished Airing,28-Dec-23,,,"None found, add some","None found, add some",dwarf,Game,Fantasy,Kids,14 min. per ep.,PG - Children,43,Workplace
Shigatsu wa Kimi no Uso: Moments,Your Lie in April: Moments,7.69,1953,1254,111,OVA,1,Finished Airing,15-May-15,,,"None found, add some","None found, add some",A-1 Pictures,Manga,,Shounen,23 min.,PG-13 - Teens 13 or older,175,Music
Shinigami Bocchan to Kuro Maid 3rd Season,The Duke of Death and His Maid Season 3,7.69,3673,1255,37,TV,12,Currently Airing,"Apr 7, 2024 to Jun 23, 2024",Spring 2024,Sundays at 22:00 (JST),"Shogakukan-Shueisha Productions,       Shogakukan Music & Digital Entertainment,       NBCUniversal Entertainment Japan,       BS11,       Shogakukan,       Yomiuri TV Enterprise,       Bandai Spirits","None found, add some",J.C.Staff,Web manga,"Comedy, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older,102,Romantic Subtext
Tiger & Bunny Movie 2: The Rising,Tiger & Bunny: The Rising,7.69,3957,1256,32,Movie,1,Finished Airing,08-Feb-14,,,"None found, add some",VIZ Media,Sunrise,Original,"Action, Comedy, Mystery, Sci-Fi",,1 hr. 40 min.,PG-13 - Teens 13 or older,52,"Adult Cast, Super Power"
Watashi no Ashinaga Ojisan,My Daddy Long Legs,7.69,5161,1257,17,TV,40,Finished Airing,"Jan 4, 1990 to Dec 23, 1990",Winter 1990,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Novel,"Comedy, Romance",,23 min. per ep.,G - All Ages,159,"Historical, School"
Wu Dong Qian Kun 2nd Season,Martial Universe 2nd Season,7.69,8641,1258,4,ONA,12,Finished Airing,"Jul 12, 2020 to Sep 20, 2020",,,"Tencent Penguin Pictures,       China Literature Limited","None found, add some",Motion Magic,Novel,"Action, Adventure, Fantasy, Romance",,25 min. per ep.,PG-13 - Teens 13 or older,26,"Historical, Martial Arts"
"Yuru Yuri,",,7.69,3937,1259,32,OVA,1,Finished Airing,18-Sep-19,,,Sotsu,"None found, add some",Lay-duce,Manga,"Comedy, Girls Love",,31 min.,PG-13 - Teens 13 or older,57,"CGDCT, Gag Humor, School"
Ani ni Tsukeru Kusuri wa Nai! 3,,7.69,3580,1260,39,TV,12,Finished Airing,"Oct 7, 2019 to Dec 23, 2019",Fall 2019,Mondays at 09:54 (JST),"Imagineer,       Tencent Penguin Pictures,       Planet Cartoon","None found, add some",Fanworks,Web manga,Comedy,,3 min. per ep.,PG-13 - Teens 13 or older,46,School
Bakuten!! Movie,Backflip!! Movie,7.69,4968,1261,19,Movie,1,Finished Airing,02-Jul-22,,,"Aniplex,       Dentsu,       Animax,       Movic,       Fuji TV,       BS Fuji,       Aeon Entertainment","None found, add some",Zexcs,Original,Sports,,1 hr. 30 min.,PG-13 - Teens 13 or older,119,Performing Arts
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,Sailor Moon S Movie: Hearts in Ice,7.69,2983,1262,55,Movie,1,Finished Airing,04-Dec-94,,,Kodansha,"VIZ Media,       Geneon Entertainment USA",Toei Animation,Manga,"Adventure, Comedy, Drama, Fantasy, Romance",Shoujo,1 hr.,PG-13 - Teens 13 or older,120,Mahou Shoujo
D.Gray-man Hallow,,7.69,1265,1263,190,TV,13,Finished Airing,"Jul 5, 2016 to Sep 27, 2016",Summer 2016,Tuesdays at 01:35 (JST),"TV Tokyo,       Aniplex,       Dentsu,       Shueisha",Funimation,TMS Entertainment,Manga,"Action, Adventure, Fantasy",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"1,073","Mythology, Super Power"
Dakaretai Otoko 1-i ni Odosarete Imasu. Movie: Spain-hen,,7.69,3834,1264,34,Movie,1,Finished Airing,09-Oct-21,,,"None found, add some","None found, add some",CloverWorks,Manga,"Boys Love, Comedy, Drama",,1 hr. 18 min.,PG-13 - Teens 13 or older,471,"Adult Cast, Showbiz"
Doraemon (2005),,7.69,4880,1265,20,TV,Unknown,Currently Airing,"Apr 22, 2005 to ?",Spring 2005,Fridays at 19:00 (JST),TV Asahi,"None found, add some",Shin-Ei Animation,Manga,"Comedy, Sci-Fi","KidsKids,         ShounenShounen",25 min.,PG - Children,223,Anthropomorphic
Fruits Basket,,7.69,412,1266,541,TV,26,Finished Airing,"Jul 5, 2001 to Dec 27, 2001",Summer 2001,Thursdays at 18:00 (JST),"TV Tokyo,       Nihon Ad Systems,       King Records",Funimation,Studio Deen,Manga,"Drama, Romance, Supernatural",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"9,508","Love Polygon, School"
Hakumei to Mikochi,Hakumei and Mikochi,7.69,2708,1267,65,TV,12,Finished Airing,"Jan 12, 2018 to Mar 30, 2018",Winter 2018,Fridays at 21:00 (JST),"Lantis,       AT-X,       Sony Music Communications,       Kadokawa Media House,       Kadokawa",Sentai Filmworks,Lerche,Manga,"Fantasy, Slice of Life",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,411,"Anthropomorphic, Iyashikei"
Hakuouki Movie 2: Shikon Soukyuu,Hakuoki ~Demon of the Fleeting Blossom~ Warrior Spirit of the Blue Sky,7.69,4637,1268,22,Movie,1,Finished Airing,08-Mar-14,,,"None found, add some",Sentai Filmworks,Studio Deen,Visual novel,"Action, Drama, Supernatural",Josei,1 hr. 27 min.,PG-13 - Teens 13 or older,70,"Historical, Samurai"
Hanasakeru Seishounen,Hanasakeru Seishonen,7.69,2624,1269,69,TV,39,Finished Airing,"Apr 5, 2009 to Feb 14, 2010",Spring 2009,Sundays at 23:01 (JST),"NHK,       Sogo Vision",Discotek Media,Pierrot,Manga,"Drama, Romance",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,602,Reverse Harem
Hourou Musuko,Wandering Son,7.69,1729,1270,130,TV,11,Finished Airing,"Jan 14, 2011 to Apr 1, 2011",Winter 2011,Fridays at 01:15 (JST),"Aniplex,       AIC,       Dentsu,       Fuji TV,       Magic Capsule,       Enterbrain,       Fujipacific Music","None found, add some",AIC Classic,Manga,"Drama, Romance",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"1,074","Crossdressing, School"
Aria the Animation,,7.68,1439,1271,164,TV,13,Finished Airing,"Oct 6, 2005 to Dec 29, 2005",Fall 2005,Thursdays at 01:30 (JST),"Production I.G,       TV Tokyo,       Shochiku,       Mag Garden",Nozomi Entertainment,HAL Film Maker,Manga,"Fantasy, Sci-Fi, Slice of Life",Shounen,24 min. per ep.,G - All Ages,"2,221",Iyashikei
Break Blade Movie 6: Doukoku no Toride,Broken Blade 6,7.68,3000,1272,54,Movie,1,Finished Airing,26-Mar-11,,,"None found, add some",Sentai Filmworks,"Production I.G,       Xebec",Manga,"Action, Fantasy",Shounen,52 min.,R - 17+ (violence & profanity),24,"Adult Cast, Mecha, Military"
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",GATE,7.68,231,1273,812,TV,12,Finished Airing,"Jul 4, 2015 to Sep 19, 2015",Summer 2015,Saturdays at 00:30 (JST),"Genco,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Showgate,       Bandai Namco Games",Sentai Filmworks,A-1 Pictures,Light novel,"Action, Adventure, Fantasy",,23 min. per ep.,R - 17+ (violence & profanity),"6,280","Isekai, Military"
Ichigo Mashimaro Encore,Strawberry Marshmallow Encore,7.68,4505,1274,24,OVA,2,Finished Airing,"Jan 23, 2009 to Mar 25, 2009",,,Geneon Entertainment,Sentai Filmworks,Daume,4-koma manga,"Comedy, Slice of Life",,27 min. per ep.,PG-13 - Teens 13 or older,18,"CGDCT, Iyashikei"
Isekai Shokudou 2,Restaurant to Another World 2,7.68,2128,1275,97,TV,12,Finished Airing,"Oct 2, 2021 to Dec 18, 2021",Fall 2021,Saturdays at 01:23 (JST),"TV Tokyo,       Nippon Animation,       TV Osaka,       AT-X,       KlockWorx,       flying DOG,       DMM pictures,       Shufunotomo,       Polygon Magic,       MAGNET",Crunchyroll,OLM,Light novel,"Fantasy, Gourmet, Slice of Life",,23 min. per ep.,PG-13 - Teens 13 or older,429,"Isekai, Workplace"
Kakushigoto Movie,,7.68,3483,1276,41,Movie,1,Finished Airing,09-Jul-21,,,Studio Mausu,"None found, add some",Ajia-do,Manga,Comedy,Shounen,1 hr. 18 min.,PG-13 - Teens 13 or older,152,"Childcare, Gag Humor, Otaku Culture, Workplace"
Kengan Ashura Part 2,,7.68,2034,1277,104,ONA,12,Finished Airing,31-Oct-19,,,"Nihon Ad Systems,       Mainichi Broadcasting System,       Pony Canyon,       Shogakukan,       KLab,       MAGNET","None found, add some",Larx Entertainment,Web manga,Action,,24 min. per ep.,R - 17+ (violence & profanity),383,Martial Arts
Kidou Keisatsu Patlabor: On Television,Patlabor: The Mobile Police - The TV Series,7.68,3542,1278,40,TV,47,Finished Airing,"Oct 11, 1989 to Sep 26, 1990",Fall 1989,Unknown,Tohokushinsha Film Corporation,"Central Park Media,       Maiden Japan",Sunrise,Original,"Action, Comedy, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,441,"Adult Cast, Mecha, Workplace"
Kill la Kill Specials,,7.68,1203,1279,201,Special,2,Finished Airing,03-Sep-14,,,"Aniplex,       Kadokawa Shoten",Aniplex of America,Trigger,Original,"Action, Comedy, Fantasy, Ecchi",,18 min. per ep.,R - 17+ (violence & profanity),295,"School, Super Power"
Koutetsujou no Kabaneri Movie 3: Unato Kessen,Kabaneri of the Iron Fortress: The Battle of Unato,7.68,1690,1280,133,Movie,1,Finished Airing,10-May-19,,,"Aniplex,       Dentsu,       Fuji TV,       Kansai Telecasting","None found, add some",Wit Studio,Original,"Action, Fantasy, Horror, Suspense",,1 hr. 22 min.,R - 17+ (violence & profanity),259,"Gore, Historical, Survival"
Mahou Shoujo ni Akogarete,Gushing over Magical Girls,7.68,1678,1281,134,TV,13,Finished Airing,"Jan 3, 2024 to Mar 27, 2024",Winter 2024,Wednesdays at 23:30 (JST),"Lantis,       AT-X,       Takeshobo,       Docomo Anime Store,       Kadokawa,       MAGNET,       Bandai Namco Music Live",Sentai Filmworks,Asahi Production,Web manga,"Action, Comedy, Fantasy, Girls Love, Ecchi",,23 min. per ep.,R+ - Mild Nudity,"1,473",Mahou Shoujo
Naruto: Shippuuden Movie 6 - Road to Ninja,Naruto Shippuden the Movie 6: Road to Ninja,7.68,679,1282,351,Movie,1,Finished Airing,28-Jul-12,,,"TV Tokyo,       Aniplex,       Dentsu,       TOHO,       Shueisha",VIZ Media,Pierrot,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 49 min.,PG-13 - Teens 13 or older,609,Isekai
Overlord Movie 2: Shikkoku no Eiyuu,Overlord: The Dark Hero,7.68,2362,1283,82,Movie,1,Finished Airing,11-Mar-17,,,"None found, add some","None found, add some",Madhouse,Light novel,"Action, Fantasy",,1 hr. 33 min.,R - 17+ (violence & profanity),160,"Isekai, Video Game"
Princess Principal,,7.68,1158,1284,211,TV,12,Finished Airing,"Jul 9, 2017 to Sep 24, 2017",Summer 2017,Sundays at 23:00 (JST),"Bandai Visual,       Lantis,       Movic,       Tokyo MX,       Q-Tec,       Hakuhodo DY Music & Pictures,       Medicos Entertainment",Sentai Filmworks,"Actas,       Studio 3Hz",Original,"Action, Mystery",,24 min. per ep.,R - 17+ (violence & profanity),"2,442",Historical
Princess Sara,A Little Princess Sara,7.68,4747,1285,21,TV,46,Finished Airing,"Jan 6, 1985 to Dec 29, 1985",Winter 1985,Sundays at 19:30 (JST),"None found, add some","None found, add some",Nippon Animation,Novel,Drama,,25 min. per ep.,G - All Ages,136,"Historical, School"
Seitokai Yakuindomo*,,7.68,953,1286,257,TV,13,Finished Airing,"Jan 4, 2014 to Mar 30, 2014",Winter 2014,Unknown,Starchild Records,Sentai Filmworks,GoHands,4-koma manga,Comedy,Shounen,23 min. per ep.,R - 17+ (violence & profanity),592,"Gag Humor, School"
Sword Art Online: Progressive Movie - Kuraki Yuuyami no Scherzo,Sword Art Online the Movie: Progressive - Scherzo of Deep Night,7.68,1887,1287,115,Movie,1,Finished Airing,22-Oct-22,,,Aniplex,Aniplex of America,A-1 Pictures,Light novel,"Action, Adventure, Fantasy, Romance",,1 hr. 40 min.,PG-13 - Teens 13 or older,463,Video Game
Uchuu Kaizoku Captain Herlock,Space Pirate Captain Harlock,7.68,3623,1288,38,TV,42,Finished Airing,"Mar 14, 1978 to Feb 13, 1979",Spring 1978,Tuesdays at Unknown,"TV Asahi,       Harmony Gold",Discotek Media,Toei Animation,Manga,"Action, Adventure, Drama, Sci-Fi",Seinen,25 min. per ep.,PG-13 - Teens 13 or older,335,Space
Yao Shen Ji 6th Season,Tales of Demons and Gods Season 6,7.68,11310,1289,2,ONA,52,Finished Airing,"Jan 14, 2023 to Jul 8, 2023",,,"bilibili,       Tencent Penguin Pictures","None found, add some",Ruo Hong Culture,Novel,"Action, Adventure, Fantasy, Romance",,8 min. per ep.,PG-13 - Teens 13 or older,14,"Martial Arts, Mythology"
Shin Kidou Senki Gundam Wing,Mobile Suit Gundam Wing,7.67,1466,1290,161,TV,49,Finished Airing,"Apr 7, 1995 to Mar 29, 1996",Spring 1995,Fridays at 17:00 (JST),TV Asahi,"Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,"Action, Drama, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"2,378","Mecha, Military, Space"
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,7.67,573,1291,402,TV,12,Finished Airing,"Apr 11, 2017 to Jun 27, 2017",Spring 2017,Tuesdays at 23:30 (JST),"Lantis,       AT-X,       DAX Production,       KlockWorx,       Kadokawa Media House,       Production Ace,       Kadokawa",Funimation,"Satelight,       C2C",Light novel,"Drama, Fantasy, Romance, Sci-Fi",,24 min. per ep.,PG-13 - Teens 13 or older,"4,535",
Soukou Kihei Votoms,Armored Trooper Votoms,7.67,4384,1292,25,TV,52,Finished Airing,"Apr 1, 1983 to Mar 23, 1984",Spring 1983,Unknown,TV Tokyo,"Central Park Media,       Maiden Japan",Sunrise,Original,"Action, Drama, Sci-Fi",,25 min. per ep.,R+ - Mild Nudity,372,"Mecha, Military, Space"
Space Cobra,Space Adventure Cobra,7.67,4520,1293,24,TV,31,Finished Airing,"Oct 7, 1982 to May 19, 1983",Fall 1982,Unknown,Fuji TV,"Nozomi Entertainment,       Discotek Media",Tokyo Movie Shinsha,Manga,"Action, Adventure, Sci-Fi",Shounen,24 min. per ep.,R+ - Mild Nudity,281,"Adult Cast, Space"
Tsurune: Kazemai Koukou Kyuudou-bu,Tsurune: Kazemai High School Kyudo Club,7.67,1454,1294,162,TV,13,Finished Airing,"Oct 22, 2018 to Jan 21, 2019",Fall 2018,Mondays at 00:10 (JST),"Lantis,       Pony Canyon,       Rakuonsha,       Bandai Namco Arts","Sentai Filmworks,       Ponycan USA",Kyoto Animation,Light novel,Sports,,24 min. per ep.,PG-13 - Teens 13 or older,"1,201",School
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,Yuki Yuna is a Hero: The Washio Sumi Chapter,7.67,3302,1295,45,TV,6,Finished Airing,"Oct 7, 2017 to Nov 11, 2017",Fall 2017,Fridays at 01:55 (JST),"Dentsu,       Mainichi Broadcasting System,       Pony Canyon,       Movic,       KlockWorx,       Kadokawa","Sentai Filmworks,       Ponycan USA",Studio Gokumi,Light novel,"Drama, Fantasy",,24 min. per ep.,PG-13 - Teens 13 or older,189,Mahou Shoujo
3D Kanojo: Real Girl 2nd Season,Real Girl Season 2,7.67,1264,1296,191,TV,12,Finished Airing,"Jan 9, 2019 to Mar 27, 2019",Winter 2019,Wednesdays at 01:59 (JST),"VAP,       Docomo Anime Store,       DeNA,       D.N. Dream Partners",Sentai Filmworks,Hoods Entertainment,Manga,Romance,Shoujo,22 min. per ep.,PG-13 - Teens 13 or older,"1,199","Otaku Culture, School"
Akebi-chan no Sailor-fuku,Akebi's Sailor Uniform,7.67,1301,1297,185,TV,12,Finished Airing,"Jan 9, 2022 to Mar 27, 2022",Winter 2022,Sundays at 00:30 (JST),"Aniplex,       Shueisha,       BS Asahi","None found, add some",CloverWorks,Web manga,Slice of Life,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"1,142","CGDCT, School"
Aoi Bungaku Series,,7.67,1100,1298,222,TV,12,Finished Airing,"Oct 11, 2009 to Dec 27, 2009",Fall 2009,Unknown,"Movic,       Happinet Pictures,       Hakuhodo DY Media Partners,       RAY","None found, add some",Madhouse,Novel,"Drama, Suspense",,23 min. per ep.,R - 17+ (violence & profanity),"1,625","Historical, Psychological"
Baka to Test to Shoukanjuu Ni!,Baka & Test – Summon the Beasts 2,7.67,635,1299,372,TV,13,Finished Airing,"Jul 8, 2011 to Sep 30, 2011",Summer 2011,Fridays at Unknown,"Lantis,       Media Factory,       Enterbrain,       Cospa,       Kadokawa Contents Gate,       TV Tokyo Music,       PRA,       T.O Entertainment,       Hakuhodo DY Media Partners",Funimation,SILVER LINK.,Light novel,"Comedy, Romance",,24 min. per ep.,PG-13 - Teens 13 or older,"1,198","Love Polygon, School, Super Power"
Binbougami ga!,Good Luck Girl!,7.67,1042,1300,234,TV,13,Finished Airing,"Jul 5, 2012 to Sep 27, 2012",Summer 2012,Thursdays at 01:50 (JST),"TV Tokyo,       Bandai Visual,       Dentsu,       Trinity Sound,       Sony Music Entertainment,       Studio Jack,       Shueisha",Funimation,Sunrise,Manga,"Comedy, Supernatural",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"1,226","Gag Humor, Parody"
Chi's Sweet Home,,7.67,2723,1301,65,TV,104,Finished Airing,"Mar 31, 2008 to Sep 25, 2008",Spring 2008,Not scheduled once per week,"TV Tokyo,       Hakuhodo DY Media Partners",Discotek Media,Madhouse,Manga,"Comedy, Slice of Life",Seinen,3 min. per ep.,G - All Ages,443,Pets
Ichigo Mashimaro OVA,Strawberry Marshmallow OVA,7.67,4296,1302,27,OVA,3,Finished Airing,"Feb 23, 2007 to Apr 25, 2007",,,Geneon Entertainment,Sentai Filmworks,Daume,4-koma manga,"Comedy, Slice of Life",,25 min. per ep.,PG-13 - Teens 13 or older,22,"CGDCT, Iyashikei, School"
InuYasha Movie 2: Kagami no Naka no Mugenjou,InuYasha the Movie 2: The Castle Beyond the Looking Glass,7.67,2017,1303,106,Movie,1,Finished Airing,21-Dec-02,,,"Shogakukan-Shueisha Productions,       Yomiuri Telecasting,       TOHO,       Nippon Television Network,       Shogakukan,       Yomiuri TV Enterprise",VIZ Media,Sunrise,Manga,"Action, Adventure, Fantasy, Romance",Shounen,1 hr. 39 min.,PG-13 - Teens 13 or older,263,"Historical, Mythology, Time Travel"
Kami nomi zo Shiru Sekai: Tenri-hen,The World God Only Knows: Tenri Arc,7.67,1657,1304,137,OVA,2,Finished Airing,"Oct 18, 2012 to Dec 18, 2012",,,"Geneon Universal Entertainment,       Shogakukan",Sentai Filmworks,Manglobe,Manga,"Comedy, Romance, Supernatural",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,104,Harem
Kanojo to Kanojo no Neko: Everything Flows,She and Her Cat: Everything Flows,7.67,1670,1305,135,TV,4,Finished Airing,"Mar 4, 2016 to Mar 25, 2016",Winter 2016,Fridays at 23:17 (JST),"Lantis,       CoMix Wave Films,       LIDENFILMS",Discotek Media,LIDENFILMS Kyoto Studio,Original,Slice of Life,,7 min. per ep.,G - All Ages,683,Pets
Kidou Senshi Gundam: Gyakushuu no Char,Mobile Suit Gundam: Char's Counterattack,7.67,3098,1306,51,Movie,1,Finished Airing,12-Mar-88,,,"Sotsu,       Nozomi Entertainment,       Atelier Musa",Bandai Entertainment,Sunrise,Novel,"Action, Drama, Sci-Fi",,1 hr. 59 min.,PG-13 - Teens 13 or older,489,"Mecha, Military, Space"
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,,7.67,3134,1307,50,Movie,1,Finished Airing,21-Apr-07,,,"None found, add some","None found, add some",Shaft,Light novel,"Adventure, Drama, Fantasy",,28 min.,R - 17+ (violence & profanity),30,
Kuroko no Basket 3rd Season NG-shuu,,7.67,3293,1308,45,Special,9,Finished Airing,"Apr 24, 2015 to Dec 24, 2015",,,Bandai Visual,"None found, add some",Production I.G,Manga,"Comedy, Sports",,2 min. per ep.,PG-13 - Teens 13 or older,83,Team Sports
