Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics
The iDOLM@STER Cinderella Girls: 5th Live Tour Serendipity Parade!!! Manner Movie,,6,14023,9513,886,Special,1,Finished Airing,12-Aug-17,,,"None found, add some","None found, add some","None found, add some",4-koma manga,Comedy,3 min.,G - All Ages,0,,
Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,Space Pirate Mito 2,6,11511,9514,1,TV,13,Finished Airing,"Jul 13, 1999 to Oct 5, 1999",Summer 1999,Tuesdays at 01:15 (JST),"Xebec,       Shaft,       Genco","Nozomi Entertainment,       Media Blasters,       NYAV Post",Triangle Staff,Original,"Action, Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,2,,
Vanquished Queens,,6,5481,9515,14,OVA,4,Finished Airing,"Mar 29, 2013 to Sep 30, 2014",,,"Genco,       Hoods Entertainment","None found, add some",Arms,Other,"Action, Adventure, Fantasy, Ecchi",24 min. per ep.,R+ - Mild Nudity,16,,
Wang Gu Shenhua Zhi Tian Xuanzhe,METAMAN,6,12060,9516,1,ONA,12,Finished Airing,"Apr 7, 2020 to Jun 16, 2020",,,bilibili,"None found, add some",Chongzhuo Animation,Original,"Action, Sci-Fi",20 min. per ep.,PG-13 - Teens 13 or older,4,,
Wangpai Yushi Di 0 Ji,,6,12839,9517,1,ONA,1,Finished Airing,2014,,,Tencent Animation & Comics,Haoliners Animation League,Haoliners Animation League,Unknown,"Comedy, Fantasy, Supernatural",12 min.,PG - Children,1,School,
Yakumotatsu,Eight Clouds Rising,6,8617,9518,4,OVA,2,Finished Airing,"Oct 25, 1997 to Nov 25, 1997",,,Bandai Visual,Media Blasters,Pierrot,Manga,"Adventure, Horror, Supernatural",29 min. per ep.,PG-13 - Teens 13 or older,5,Historical,Shoujo
Yankee Reppuu-tai,,6,13189,9519,1,OVA,6,Finished Airing,"Mar 17, 1989 to Apr 21, 1996",,,"None found, add some","None found, add some",Toei Animation,Manga,"Adventure, Drama",51 min. per ep.,R+ - Mild Nudity,2,Delinquents,Shounen
Yume Juuya,,6,18758,9520,297,ONA,1,Finished Airing,07-Mar-23,,,"None found, add some","None found, add some","None found, add some",Game,Supernatural,2 min.,PG-13 - Teens 13 or older,2,,
Shu Shan Qi Xian Lu,Legend of Sho,5.99,13711,9521,977,ONA,10,Finished Airing,"Dec 8, 2021 to Feb 2, 2022",,,Tencent Penguin Pictures,"None found, add some",Wawayu Animation,Manga,Fantasy,15 min. per ep.,PG-13 - Teens 13 or older,6,,
Sin: Nanatsu no Taizai Zange-roku Specials,Seven Mortal Sins Specials,5.99,6747,9522,8,Special,7,Finished Airing,"Jun 28, 2017 to Dec 20, 2017",,,"None found, add some","None found, add some","Artland,       TNK",Other,"Fantasy, Ecchi",1 min. per ep.,R+ - Mild Nudity,6,,
Slow Start: Web Yokoku Movie,,5.99,9992,9523,3,ONA,11,Finished Airing,"Jan 12, 2018 to Mar 23, 2018",,,"None found, add some","None found, add some",A-1 Pictures,4-koma manga,Slice of Life,38 sec. per ep.,PG-13 - Teens 13 or older,1,CGDCT,
Tezuka Osamu no Don Dracula,,5.99,9874,9524,3,TV,8,Finished Airing,"Apr 5, 1982 to Apr 26, 1982",Spring 1982,Unknown,"None found, add some","None found, add some",Tezuka Productions,Manga,"Comedy, Horror, Supernatural",24 min. per ep.,R+ - Mild Nudity,3,Vampire,
The Adventures of Hello Kitty & Friends,,5.99,13478,9525,1,TV,52,Finished Airing,"Feb 18, 2008 to 2009",?,Unknown,Sanrio Digital,"None found, add some","None found, add some",Unknown,Fantasy,12 min. per ep.,PG - Children,7,,Kids
Tokimeki Tonight Recaps,,5.99,14623,9526,741,Special,2,Finished Airing,1988,,,"Group TAC,       TOHO","None found, add some","None found, add some",Unknown,"Comedy, Fantasy, Romance",49 min. per ep.,PG-13 - Teens 13 or older,0,Vampire,Shoujo
Uchuu Icchokusen,,5.99,14174,9527,853,Movie,1,Finished Airing,05-Oct-10,,,KAGAYA Studio,"None found, add some","None found, add some",Unknown,"Fantasy, Mystery, Sci-Fi",27 min.,G - All Ages,5,"Space, Visual Arts",
Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune Picture Drama,,5.99,15252,9528,622,Special,3,Finished Airing,27-May-15,,,"None found, add some","None found, add some",Xebec,Original,Sci-Fi,1 min. per ep.,PG-13 - Teens 13 or older,1,Space,
Vampiyan Kids: Pilot,,5.99,12821,9529,1,Special,1,Finished Airing,1999,,,"None found, add some","None found, add some",Production I.G,Original,"Action, Comedy",18 min.,G - All Ages,1,Vampire,Kids
Watt Poe to Bokura no Ohanashi,Watt Poe,5.99,13055,9530,1,OVA,1,Finished Airing,12-Aug-88,,,"Konami,       Pony Canyon","None found, add some",Kaname Productions,Unknown,"Adventure, Sci-Fi",54 min.,PG - Children,0,,
What's Michael? (TV),,5.99,13585,9531,1,TV,45,Finished Airing,"Apr 15, 1988 to Mar 28, 1989",Spring 1988,Fridays at 19:00 (JST),Studio Jack,"None found, add some",Daume,Manga,Comedy,25 min. per ep.,PG - Children,0,Pets,
Wooser no Sono Higurashi: Ken to Pants to Wooser to,Wooser's Hand-to-Mouth Life Special,5.99,9791,9532,3,Special,1,Finished Airing,22-Mar-13,,,"None found, add some","None found, add some",SANZIGEN,Web manga,"Comedy, Fantasy, Slice of Life",4 min.,G - All Ages,0,,
Yi Shijie Zhongyao Pu,,5.99,13736,9533,971,ONA,40,Finished Airing,"May 8, 2020 to Sep 11, 2020",,,"Tencent Penguin Pictures,       iQIYI","None found, add some",Suoyi Technology,Manga,"Drama, Fantasy",10 min. per ep.,PG-13 - Teens 13 or older,2,,
Yowai Mushi,,5.99,10822,9534,2,Special,1,Finished Airing,Nov-12,,,"None found, add some","None found, add some","None found, add some",Original,Drama,4 min.,PG-13 - Teens 13 or older,0,Music,
Zero Tester,,5.99,12506,9535,1,TV,38,Finished Airing,"Oct 1, 1973 to Jun 17, 1974",Fall 1973,Unknown,Tohokushinsha Film Corporation,"None found, add some",Sunrise,Original,"Action, Adventure, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,2,Mecha,
Zoids Wild Zero,,5.99,8874,9536,4,TV,50,Finished Airing,"Oct 4, 2019 to Oct 16, 2020",Fall 2019,Fridays at 17:55 (JST),"None found, add some","None found, add some",OLM,Other,"Action, Adventure, Comedy, Sci-Fi",22 min. per ep.,PG - Children,11,"Mecha, Military",
Akuemon,,5.99,11543,9537,1,OVA,1,Finished Airing,16-Jul-93,,,"None found, add some","None found, add some",Tezuka Productions,Manga,"Fantasy, Romance",25 min.,PG-13 - Teens 13 or older,2,,
Angel Cop,,5.99,4655,9538,22,OVA,6,Finished Airing,"Sep 1, 1989 to May 20, 1994",,,Soeishinsha,Discotek Media,D.A.S.T Corporation,Original,"Action, Sci-Fi",29 min. per ep.,R+ - Mild Nudity,102,"Adult Cast, Gore",
Aru Hi no Gogo,,5.99,15239,9539,623,ONA,1,Finished Airing,19-Jan-24,,,"None found, add some","None found, add some",Yostar Pictures,Game,Comedy,1 min.,PG-13 - Teens 13 or older,1,,
Azur Lane Recap,,5.99,8014,9540,5,TV Special,1,Finished Airing,14-Nov-19,,,"None found, add some","None found, add some",Bibury Animation Studios,Game,"Action, Sci-Fi",23 min.,R+ - Mild Nudity,6,"Anthropomorphic, Military",
Boku no Oldies wa All Color,,5.99,16604,9541,458,OVA,1,Finished Airing,10-Dec-87,,,Nippon Columbia,"None found, add some",Tatsunoko Production,Manga,Romance,27 min.,PG-13 - Teens 13 or older,0,Music,Seinen
Captain Future: Kareinaru Taiyokei Race,,5.99,13367,9542,1,Special,1,Finished Airing,31-Dec-78,,,"None found, add some","None found, add some","None found, add some",Unknown,"Action, Adventure, Sci-Fi",58 min.,PG-13 - Teens 13 or older,2,,
Catblue: Dynamite,Catblue Dynamite,5.99,11126,9543,2,ONA,1,Finished Airing,22-Dec-06,,,"None found, add some","None found, add some","None found, add some",Unknown,"Action, Fantasy",42 min.,R - 17+ (violence & profanity),1,,
Chiisana Koi no Monogatari: Chichi to Sally Hatsukoi no Shiki,,5.99,13351,9544,1,TV Special,1,Finished Airing,20-Mar-84,,,TBS,"None found, add some",Eiken,Manga,Romance,1 hr. 10 min.,G - All Ages,0,Love Polygon,Shoujo
Chiisana Teien,The Small Garden,5.99,15983,9545,523,Movie,1,Finished Airing,10-Dec-14,,,"None found, add some","None found, add some","None found, add some",Unknown,"Adventure, Fantasy",12 min.,G - All Ages,0,,
Chikkun Takkun,,5.99,13601,9546,1,TV,23,Finished Airing,"Apr 9, 1984 to Sep 28, 1984",Spring 1984,Unknown,"Nihon Ad Systems,       Fuji TV,       Gakken","None found, add some","Pierrot,       Gallop",Manga,"Comedy, Sci-Fi",24 min. per ep.,PG - Children,1,,
Chocomatsu-san: White Day-hen,,5.99,12039,9547,1,ONA,3,Finished Airing,"Mar 13, 2021 to Mar 15, 2021",,,"None found, add some","None found, add some",Pierrot,Other,Comedy,4 min. per ep.,PG-13 - Teens 13 or older,9,Parody,
Cyborg 009,,5.99,9141,9548,4,Movie,1,Finished Airing,21-Jul-66,,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Adventure, Drama, Sci-Fi",1 hr. 5 min.,G - All Ages,2,,Shounen
Dies Irae: To the Ring Reincarnation,,5.99,4593,9549,23,ONA,6,Finished Airing,01-Jul-18,,,"Genco,       DMM pictures,       Greenwood,       My Theater D.D.,       Brave Hearts,       Crunchyroll SC Anime Fund",Funimation,A.C.G.T.,Visual novel,Action,28 min. per ep.,R - 17+ (violence & profanity),36,Super Power,
Doujouji,Dojoji Temple,5.99,11302,9550,2,Movie,1,Finished Airing,1976,,,Kadokawa Pictures Japan,"None found, add some","None found, add some",Other,"Award Winning, Supernatural",18 min.,PG-13 - Teens 13 or older,4,Historical,
Gorillaman,,5.99,12942,9551,1,OVA,2,Finished Airing,"Jun 25, 1992 to Dec 24, 1993",,,Kodansha,"None found, add some",J.C.Staff,Manga,Comedy,46 min. per ep.,R - 17+ (violence & profanity),3,"Delinquents, School",Seinen
Gunslinger Stratos,,5.99,8837,9552,4,ONA,1,Finished Airing,15-Mar-14,,,"Square Enix,       Magic Capsule,       Project No.9","None found, add some","None found, add some",Game,"Action, Sci-Fi",9 min.,PG-13 - Teens 13 or older,5,,
Hakushon Daimaou 2020,Genie Family 2020,5.99,13305,9553,1,TV,20,Finished Airing,"Apr 11, 2020 to Sep 26, 2020",Spring 2020,Saturdays at 17:30 (JST),Yomiuri Telecasting,"None found, add some","Nippon Animation,       Tatsunoko Production",Original,"Comedy, Fantasy",24 min. per ep.,G - All Ages,0,,
Hoshi ni Negai wo: Fantastic Cat,,5.99,11380,9554,2,ONA,1,Finished Airing,03-Aug-09,,,"None found, add some","None found, add some",Barnum Studio,Original,"Adventure, Sci-Fi",39 min.,PG-13 - Teens 13 or older,0,,
Hot Minute: Aggretsuko,,5.99,11479,9555,1,ONA,1,Finished Airing,10-Oct-17,,,Sanrio,"None found, add some","None found, add some",Other,Comedy,1 min.,G - All Ages,1,,Kids
Kaigo to Ikiru,,5.99,16844,9556,437,ONA,1,Finished Airing,30-Sep-19,,,"None found, add some","None found, add some",Animation Lab Japan,Original,Drama,3 min.,G - All Ages,0,Music,
K×Drop!!,,5.99,13269,9557,1,ONA,1,Finished Airing,29-Mar-17,,,"None found, add some","None found, add some","None found, add some",Original,"Comedy, Suspense",5 min.,PG-13 - Teens 13 or older,0,,
Kiki to Lala no Aoi Tori,,5.99,15616,9558,566,Movie,1,Finished Airing,22-Jul-89,,,"None found, add some","None found, add some","None found, add some",Unknown,,58 min.,PG - Children,1,,Kids
Kiss Dum: Omokage,,5.99,12959,9559,1,Special,1,Finished Airing,29-Sep-11,,,Bandai Visual,"None found, add some",Satelight,Original,Sci-Fi,12 min.,PG-13 - Teens 13 or older,0,"Mecha, Military",
Lovedol: Lovely Idol OVA,Lovedol ~Lovely Idol~,5.99,10904,9560,2,OVA,1,Finished Airing,28-Mar-07,,,"None found, add some","None found, add some","AIC ASTA,       TNK",Unknown,"Comedy, Drama, Ecchi",28 min.,PG-13 - Teens 13 or older,0,"Harem, Idols (Female), Music",
Meitantei Conan Manner Movie,Detective Conan Manner Movie,5.99,16197,9561,500,Movie,1,Finished Airing,18-Apr-15,,,"None found, add some","None found, add some","None found, add some",Manga,,1 min.,PG-13 - Teens 13 or older,0,Educational,
Metroid Short Animation,,5.99,14359,9562,808,ONA,1,Finished Airing,06-Jun-16,,,"None found, add some","None found, add some","None found, add some",Game,Sci-Fi,55 sec.,G - All Ages,0,,
Mitsuwano,,5.99,8508,9563,5,OVA,1,Finished Airing,12-Mar-14,,,"Starchild Records,       Grooove","None found, add some",Zexcs,Light novel,Slice of Life,28 min.,PG-13 - Teens 13 or older,1,,
Monster Strike: Katsubou no Hate no Risoukyou,The Night Before Special: The Long-Awaited Utopia,5.99,10729,9564,2,ONA,1,Finished Airing,25-Mar-17,,,XFLAG Pictures,"None found, add some","SANZIGEN,       Yokohama Animation Lab",Game,"Action, Fantasy",15 min.,PG-13 - Teens 13 or older,0,Strategy Game,
Narutaru: Mukuro Naru Hoshi Tama Taru Ko,Shadow Star Narutaru,5.99,3717,9565,36,TV,13,Finished Airing,"Jul 7, 2003 to Sep 29, 2003",Summer 2003,Unknown,Kids Station,Central Park Media,Planet,Manga,"Drama, Horror, Sci-Fi, Suspense",24 min. per ep.,R - 17+ (violence & profanity),71,,Seinen
Neko nanka Yondemo Konai.,,5.99,11312,9566,2,TV,12,Finished Airing,"Oct 3, 2015 to Dec 19, 2015",Fall 2015,Saturdays at 00:54 (JST),"None found, add some","None found, add some","None found, add some",Manga,Slice of Life,1 min. per ep.,G - All Ages,3,Pets,Seinen
Nurse Witch Komugi-chan R,Nurse Witch Komugi R,5.99,5714,9567,13,TV,12,Finished Airing,"Jan 10, 2016 to Mar 27, 2016",Winter 2016,Sundays at 02:25 (JST),"VAP,       Nippon Television Network",Sentai Filmworks,Tatsunoko Production,Original,"Comedy, Fantasy",22 min. per ep.,PG-13 - Teens 13 or older,14,"Gag Humor, Idols (Female), Mahou Shoujo, Medical, Parody",
Ongaku Shoujo (TV),Music Girls,5.99,5245,9568,16,TV,12,Finished Airing,"Jul 6, 2018 to Sep 21, 2018",Summer 2018,Fridays at 23:00 (JST),King Records,"None found, add some",Studio Deen,Original,Slice of Life,23 min. per ep.,PG-13 - Teens 13 or older,30,"Idols (Female), Music",
Osomatsu-kun: Suika no Hoshi kara Konnichiwa zansu!,,5.99,13803,9569,949,Movie,1,Finished Airing,18-Mar-89,,,"None found, add some","None found, add some",Pierrot,Manga,Comedy,25 min.,G - All Ages,0,,Shounen
Piano (TV),Piano: The Melody of a Young Girl's Heart,5.99,6643,9570,9,TV,10,Finished Airing,"Nov 11, 2002 to Jan 13, 2003",Fall 2002,Mondays at 20:00 (JST),"animate Film,       Kids Station,       Pioneer LDC",Nozomi Entertainment,OLM,Original,"Drama, Romance, Slice of Life",24 min. per ep.,G - All Ages,13,Music,
Sea Cat,,5.99,19655,9571,246,Movie,1,Finished Airing,1988,,,"None found, add some","None found, add some",Oh! Production,Original,Drama,21 min.,G - All Ages,0,Educational,Kids
Seikon no Qwaser II Picture Drama,The Qwaser Of Stigmata II Picture Drama,5.99,5532,9572,14,Special,4,Finished Airing,"Jul 6, 2011 to Oct 5, 2011",,,TAKI Corporation,"None found, add some",Hoods Entertainment,Manga,Ecchi,3 min. per ep.,R+ - Mild Nudity,12,,Seinen
Sengoku☆Paradise Kiwami,,5.99,8177,9573,5,TV,26,Finished Airing,"Oct 4, 2011 to Mar 27, 2012",Fall 2011,Unknown,"TV Tokyo,       G-mode","None found, add some","Milky Cartoon,       LMD",Visual novel,"Action, Romance",3 min. per ep.,PG-13 - Teens 13 or older,1,"Historical, Samurai",Josei
Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life Mini Anime,Chillin' in My 30s after Getting Fired from the Demon King's Army Mini Anime,5.98,12122,9574,1,ONA,12,Finished Airing,"Jan 11, 2023 to Apr 1, 2023",,,"None found, add some","None found, add some",AQUA ARIS,Light novel,"Comedy, Fantasy",2 min. per ep.,PG-13 - Teens 13 or older,0,,
Karakuri Kengou Den Musashi Lord,"Musashi, the Samurai Lord",5.98,13259,9575,1,TV,50,Finished Airing,"Oct 3, 1990 to Sep 25, 1991",Fall 1990,Unknown,Bandai,"None found, add some",Pierrot,Original,"Action, Adventure",30 min. per ep.,PG - Children,1,Mecha,
"Kemeko Deluxe!: Izumi-chan, Fukenkou yo! (Kari)",,5.98,11886,9576,1,Special,1,Finished Airing,26-Dec-08,,,"None found, add some","None found, add some",HAL Film Maker,Unknown,Ecchi,1 min.,PG-13 - Teens 13 or older,1,,
Kerokko Demetan,Adventures On Rainbow Pond,5.98,11670,9577,1,TV,39,Finished Airing,"Jan 2, 1973 to Sep 25, 1973",Winter 1973,Unknown,Harmony Gold,"None found, add some",Tatsunoko Production,Original,"Comedy, Fantasy",24 min. per ep.,PG - Children,4,,Kids
Kusatta Kyoushi no Houteishiki,Bad Teacher Equation,5.98,8355,9578,5,OVA,2,Finished Airing,"Nov 25, 1994 to Nov 24, 1995",,,"None found, add some","None found, add some",J.C.Staff,Manga,"Boys Love, Comedy",28 min. per ep.,PG-13 - Teens 13 or older,10,"Adult Cast, Workplace",
Lesson XX,,5.98,6494,9579,9,OVA,1,Finished Airing,07-Apr-95,,,Daiei,"None found, add some",SIDO LIMITED,Novel,Boys Love,49 min.,PG-13 - Teens 13 or older,10,,
Mahoutsukai Jiji,,5.98,11646,9580,1,ONA,1,Finished Airing,24-Dec-11,,,"None found, add some","None found, add some","None found, add some",Original,Fantasy,6 min.,PG - Children,1,Music,
Maze☆Bakunetsu Jikuu: Tenpen Kyoui no Giant,,5.98,13394,9581,1,Movie,1,Finished Airing,25-Apr-98,,,"None found, add some","None found, add some",J.C.Staff,Manga,"Adventure, Comedy, Fantasy",42 min.,PG-13 - Teens 13 or older,0,"Magical Sex Shift, Mecha",Shounen
Microid S,,5.98,14214,9582,841,TV,26,Finished Airing,"Apr 7, 1973 to Oct 6, 1973",Spring 1973,Unknown,TV Asahi,"None found, add some",Toei Animation,Manga,"Action, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,0,,
Midori-ko,,5.98,8702,9583,4,Movie,1,Finished Airing,24-Sep-11,,,Mistral Japan,"None found, add some","None found, add some",Original,"Avant Garde, Drama",55 min.,PG-13 - Teens 13 or older,11,,
Mouse,,5.98,4710,9584,21,TV,12,Finished Airing,"Jan 6, 2003 to Mar 24, 2003",Winter 2003,Unknown,"Media Factory,       Broccoli,       Hakusensha",Media Blasters,Studio Deen,Manga,"Action, Comedy, Ecchi",13 min. per ep.,R+ - Mild Nudity,39,Harem,Seinen
Mousou Kagaku Series: Wandaba Style,,5.98,9082,9585,4,TV,12,Finished Airing,"Apr 5, 2003 to Jun 21, 2003",Spring 2003,Unknown,"None found, add some","ADV Films,       Maiden Japan",TNK,Original,"Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,3,,
Mr. Pen Pen II,,5.98,15914,9586,532,TV Special,1,Finished Airing,29-Dec-86,,,"None found, add some","None found, add some","None found, add some",Manga,Comedy,46 min.,PG - Children,0,,Kids
Nanocore,,5.98,13392,9587,1,ONA,10,Finished Airing,"Feb 14, 2014 to Jul 31, 2015",,,Coastline Animation Studio,"None found, add some","None found, add some",Original,Sci-Fi,24 min. per ep.,PG-13 - Teens 13 or older,1,,
Nekota no Koto ga Kininatte Shikatanai.,,5.98,12479,9588,1,Special,1,Finished Airing,22-Mar-15,,,"None found, add some","None found, add some","None found, add some",Manga,,1 min.,G - All Ages,2,School,Shoujo
Otohime Connection,Princess Connection,5.98,13045,9589,1,OVA,1,Finished Airing,01-Dec-91,,,"Aniplex,       ING,       Sony Music Entertainment","None found, add some","Production I.G,       animate Film",Manga,"Drama, Mystery, Romance",49 min.,PG-13 - Teens 13 or older,1,,Shoujo
Quiz Magic Academy: The Original Animation 2,,5.98,8251,9590,5,OVA,1,Finished Airing,11-Feb-10,,,Konami Digital Entertainment,"None found, add some",AIC PLUS+,Game,"Action, Comedy, Fantasy",29 min.,PG-13 - Teens 13 or older,3,School,
Ryuusei Sentai Musumet,,5.98,9574,9591,3,TV,13,Finished Airing,"Oct 4, 2004 to Dec 27, 2004",Fall 2004,Unknown,Pony Canyon,"None found, add some",TNK,Original,"Adventure, Comedy, Romance, Sci-Fi, Ecchi",22 min. per ep.,PG-13 - Teens 13 or older,3,,
Saint Seiya: Gold Saints Data File,,5.98,11867,9592,1,Special,3,Finished Airing,"Dec 15, 2006 to Feb 16, 2007",,,"None found, add some","None found, add some",Toei Animation,Manga,"Action, Fantasy",5 min. per ep.,PG-13 - Teens 13 or older,3,,Shounen
Sengoku Kitan Youtouden,Yotoden: Chronicle of the Warlord Period,5.98,10012,9593,3,OVA,3,Finished Airing,"May 21, 1987 to Nov 5, 1988",,,"None found, add some",Central Park Media,J.C.Staff,Novel,Action,42 min. per ep.,R - 17+ (violence & profanity),6,"Martial Arts, Mythology",
Shin SOS Dai Tokyo Tankentai,,5.98,11675,9594,1,Movie,1,Finished Airing,19-May-07,,,Bandai Visual,Bandai Visual USA,Sunrise,Manga,Adventure,41 min.,PG-13 - Teens 13 or older,3,,
Shinshaku Sengoku Eiyuu Densetsu: Sanada Juu Yuushi,,5.98,13456,9595,1,TV Special,1,Finished Airing,29-Jan-05,,,Magic Capsule,"None found, add some",T.P.O,Original,,51 min.,PG-13 - Teens 13 or older,2,"Historical, Military",
Shinya! Tensai Bakabon,Late night! The Genius Bakabon,5.98,9666,9596,3,TV,12,Finished Airing,"Jul 11, 2018 to Sep 26, 2018",Summer 2018,Wednesdays at 01:35 (JST),"Pierrot,       Dentsu,       TV Tokyo Music,       Avex Pictures,       Shogakukan,       Daiichi Shokai","None found, add some",Pierrot Plus,Manga,"Comedy, Slice of Life",24 min. per ep.,G - All Ages,3,,
